order_id,flag,order_date,order_date_new,ship_date,ship_date_new,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,discount_flag,profit,shipping_cost,order_priority,year
CA-2011-167927,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",248,4,0.1,yes,93.5816,14.53,Medium,2011
MX-2011-146584,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,OFF-SU-10004480,Office Supplies,Supplies,"Fiskars Box Cutter, Serrated",107,5,0,no,46.1,8.92,Low,2011
CA-2011-167927,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,67,2,0,no,15.9792,8.4,Medium,2011
MG-2011-9660,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Sally Hughsby,Corporate,Ulaanbaatar,Mongolia,EMEA,EMEA,OFF-FIS-10001591,Office Supplies,Supplies,"Fiskars Trimmer, High Speed",85,2,0,no,12.66,6.06,Medium,2011
MX-2011-146584,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,OFF-BI-10001002,Office Supplies,Binders,"Avery Binder Covers, Recycled",61,8,0,no,28.64,5.22,Low,2011
CA-2011-167927,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,44,3,0,no,12.7368,4.88,Medium,2011
IR-2011-3900,12-08-2022,1/21/2011,2011-01-21,1/26/2011,2011-01-26,Standard Class,Darrin Van Huff,Corporate,Razavi Khorasan,Iran,EMEA,EMEA,OFF-ROG-10001101,Office Supplies,Storage,"Rogers Shelving, Wire Frame",61,1,0,no,18.96,4.61,Medium,2011
US-2011-147774,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Muhammed MacIntyre,Corporate,Tennessee,United States,US,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67,1,0.7,yes,-51.5154,3,Medium,2011
US-2011-147627,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,OFF-EN-10001539,Office Supplies,Envelopes,Staples,23,3,0,no,10.9698,2.6,Medium,2011
US-2011-147627,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",39,4,0,no,11.58,2.57,Medium,2011
ID-2011-63017,12-08-2022,1/21/2011,2011-01-21,1/25/2011,2011-01-25,Standard Class,Pauline Webber,Corporate,Bangkok,Thailand,APAC,Southeast Asia,OFF-AR-10003110,Office Supplies,Art,"Sanford Sketch Pad, Water Color",52,2,0.47,yes,-24.3804,2.02,Medium,2011
CA-2011-167927,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,30,5,0,no,13.365,1.98,Medium,2011
MG-2011-9660,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Sally Hughsby,Corporate,Ulaanbaatar,Mongolia,EMEA,EMEA,OFF-CAM-10000497,Office Supplies,Envelopes,"Cameo Manila Envelope, Set of 50",27,1,0,no,2.43,1.58,Medium,2011
MX-2011-146584,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,OFF-BI-10002296,Office Supplies,Binders,"Acco Binder Covers, Economy",18,2,0,no,1.56,1.29,Low,2011
US-2011-147627,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,23,7,0,no,6.6584,1.22,Medium,2011
CA-2011-167927,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2 x 11""",19,5,0,no,8.9535,1.21,Medium,2011
CA-2011-167927,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,14,1,0,no,4.0542,1.14,Medium,2011
CA-2011-148614,12-08-2022,1/21/2011,2011-01-21,1/26/2011,2011-01-26,Standard Class,Mark Van Huff,Consumer,California,United States,US,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2 x 4""""",19,2,0,no,9.2928,0.94,Medium,2011
CA-2011-167927,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,15,3,0,no,4.8609,0.71,Medium,2011
CA-2011-148614,12-08-2022,1/21/2011,2011-01-21,1/26/2011,2011-01-26,Standard Class,Mark Van Huff,Consumer,California,United States,US,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19,2,0,no,5.79,0.64,Medium,2011
US-2011-147627,12-08-2022,1/21/2011,2011-01-21,1/27/2011,2011-01-27,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,7,3,0,no,1.7901,0.47,Medium,2011
ES-2011-5497239,12-08-2022,1/22/2011,2011-01-22,1/26/2011,2011-01-26,Standard Class,Paul Stevenson,Home Office,Tuscany,Italy,EU,South,OFF-ST-10003102,Office Supplies,Storage,"Rogers Lockers, Single Width",889,7,0.4,yes,59.22,96.45,High,2011
ES-2011-5497239,12-08-2022,1/22/2011,2011-01-22,1/26/2011,2011-01-26,Standard Class,Paul Stevenson,Home Office,Tuscany,Italy,EU,South,FUR-BO-10003991,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",825,2,0,no,338.34,77.08,High,2011
ES-2011-3906248,12-08-2022,1/22/2011,2011-01-22,1/26/2011,2011-01-26,Standard Class,Marc Harrigan,Home Office,Flemish Brabant,Belgium,EU,Central,OFF-ST-10000430,Office Supplies,Storage,"Tenex File Cart, Blue",666,5,0,no,119.85,73.27,Medium,2011
ID-2011-86950,12-08-2022,1/22/2011,2011-01-22,1/23/2011,2011-01-23,First Class,Sung Shariari,Consumer,Queensland,Australia,APAC,Oceania,OFF-AR-10000751,Office Supplies,Art,"Binney & Smith Highlighters, Blue",60,6,0.4,yes,-33.876,27.43,Critical,2011
KE-2011-7940,12-08-2022,1/22/2011,2011-01-22,1/24/2011,2011-01-24,First Class,Jason Klamczynski,Corporate,Coast,Kenya,Africa,Africa,OFF-SME-10001652,Office Supplies,Storage,"Smead Trays, Wire Frame",95,2,0,no,12.36,21.6,High,2011
ES-2011-1550182,12-08-2022,1/22/2011,2011-01-22,1/26/2011,2011-01-26,Standard Class,Claudia Bergmann,Corporate,Champagne-Ardenne,France,EU,Central,OFF-BI-10000538,Office Supplies,Binders,"Acco Binding Machine, Clear",202,4,0,no,22.2,18.96,Medium,2011
MX-2011-143238,12-08-2022,1/22/2011,2011-01-22,1/27/2011,2011-01-27,Standard Class,Carl Ludwig,Consumer,Santa Ana,El Salvador,LATAM,Central,FUR-BO-10003112,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional",259,2,0,no,101.16,11.91,Medium,2011
MX-2011-165526,12-08-2022,1/22/2011,2011-01-22,1/26/2011,2011-01-26,Standard Class,Michael Paige,Corporate,Atl ntico,Colombia,LATAM,South,FUR-CH-10003392,Furniture,Chairs,"Novimex Steel Folding Chair, Red",219,4,0,no,0,10.23,Medium,2011
MX-2011-165526,12-08-2022,1/22/2011,2011-01-22,1/26/2011,2011-01-26,Standard Class,Michael Paige,Corporate,Atl ntico,Colombia,LATAM,South,TEC-AC-10003047,Technology,Accessories,"SanDisk Keyboard, USB",109,2,0,no,27.2,9,Medium,2011
ES-2011-5497239,12-08-2022,1/22/2011,2011-01-22,1/26/2011,2011-01-26,Standard Class,Paul Stevenson,Home Office,Tuscany,Italy,EU,South,OFF-AR-10001190,Office Supplies,Art,"Boston Canvas, Easy-Erase",54,1,0,no,12.39,5.13,High,2011
ES-2011-1550182,12-08-2022,1/22/2011,2011-01-22,1/26/2011,2011-01-26,Standard Class,Claudia Bergmann,Corporate,Champagne-Ardenne,France,EU,Central,TEC-PH-10004827,Technology,Phones,"Samsung Headset, Cordless",65,1,0.15,yes,24.3225,4.38,Medium,2011
CA-2011-110422,12-08-2022,1/22/2011,2011-01-22,1/24/2011,2011-01-24,Second Class,Tom Boeckenhauer,Consumer,Florida,United States,US,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,25,3,0.2,yes,4.1028,3.64,Critical,2011
TU-2011-9560,12-08-2022,1/22/2011,2011-01-22,1/27/2011,2011-01-27,Standard Class,Brendan Murry,Corporate,Bursa,Turkey,EMEA,EMEA,FUR-ADV-10002889,Furniture,Furnishings,"Advantus Clock, Durable",77,4,0.6,yes,-104.688,2.36,Medium,2011
ID-2011-86950,12-08-2022,1/22/2011,2011-01-22,1/23/2011,2011-01-23,First Class,Sung Shariari,Consumer,Queensland,Australia,APAC,Oceania,OFF-FA-10003816,Office Supplies,Fasteners,"Stockwell Staples, Metal",6,1,0.4,yes,-3.912,1.77,Critical,2011
ES-2011-3906248,12-08-2022,1/22/2011,2011-01-22,1/26/2011,2011-01-26,Standard Class,Marc Harrigan,Home Office,Flemish Brabant,Belgium,EU,Central,OFF-BI-10004722,Office Supplies,Binders,"Avery Index Tab, Clear",12,2,0,no,3.12,0.27,Medium,2011
MX-2011-116393,12-08-2022,1/23/2011,2011-01-23,1/23/2011,2011-01-23,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,FUR-BO-10001739,Furniture,Bookcases,"Dania Classic Bookcase, Mobile",1102,4,0,no,198.32,146.12,Medium,2011
MX-2011-116393,12-08-2022,1/23/2011,2011-01-23,1/23/2011,2011-01-23,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,FUR-CH-10001490,Furniture,Chairs,"Novimex Executive Leather Armchair, Red",920,3,0,no,395.76,45.77,Medium,2011
MX-2011-116393,12-08-2022,1/23/2011,2011-01-23,1/23/2011,2011-01-23,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,OFF-SU-10002670,Office Supplies,Supplies,"Stiletto Box Cutter, High Speed",48,2,0,no,15.8,5.55,Medium,2011
MX-2011-116393,12-08-2022,1/23/2011,2011-01-23,1/23/2011,2011-01-23,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,OFF-LA-10001634,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Laser Printer Compatible",26,3,0,no,9.78,3.61,Medium,2011
MX-2011-116393,12-08-2022,1/23/2011,2011-01-23,1/23/2011,2011-01-23,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,OFF-PA-10001456,Office Supplies,Paper,"Eaton Memo Slips, 8.5 x 11",24,2,0,no,1.64,3.27,Medium,2011
SA-2011-7370,12-08-2022,1/23/2011,2011-01-23,1/27/2011,2011-01-27,Standard Class,Corey Roper,Home Office,Al Madinah,Saudi Arabia,EMEA,EMEA,OFF-OIC-10001921,Office Supplies,Fasteners,"OIC Clamps, Assorted Sizes",34,2,0,no,12.36,1.91,Medium,2011
SA-2011-7370,12-08-2022,1/23/2011,2011-01-23,1/27/2011,2011-01-27,Standard Class,Corey Roper,Home Office,Al Madinah,Saudi Arabia,EMEA,EMEA,OFF-IBI-10002486,Office Supplies,Binders,"Ibico Index Tab, Clear",9,1,0,no,1.59,0.58,Medium,2011
EN-2011-70,12-08-2022,1/24/2011,2011-01-24,1/24/2011,2011-01-24,Same Day,Ann Blume,Corporate,Harjumaa,Estonia,EMEA,EMEA,TEC-CIS-10002344,Technology,Phones,"Cisco Smart Phone, Full Size",1303,2,0,no,286.56,234.73,Medium,2011
EN-2011-70,12-08-2022,1/24/2011,2011-01-24,1/24/2011,2011-01-24,Same Day,Ann Blume,Corporate,Harjumaa,Estonia,EMEA,EMEA,OFF-BRE-10004436,Office Supplies,Appliances,"Breville Stove, Black",561,1,0,no,61.68,133.57,Medium,2011
ES-2011-3060159,12-08-2022,1/24/2011,2011-01-24,1/29/2011,2011-01-29,Standard Class,Christine Phan,Corporate,North Rhine-Westphalia,Germany,EU,Central,TEC-CO-10004078,Technology,Copiers,"Sharp Fax Machine, Laser",591,2,0,no,53.16,66.1,Medium,2011
IT-2011-2413417,12-08-2022,1/24/2011,2011-01-24,1/26/2011,2011-01-26,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,FUR-CH-10004685,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",73,1,0.6,yes,-56.562,29.86,Critical,2011
IN-2011-85459,12-08-2022,1/24/2011,2011-01-24,1/30/2011,2011-01-30,Standard Class,Jill Matthias,Consumer,Wellington,New Zealand,APAC,Oceania,OFF-EN-10003770,Office Supplies,Envelopes,"Kraft Manila Envelope, with clear poly window",420,14,0,no,147,20.03,Medium,2011
IN-2011-85459,12-08-2022,1/24/2011,2011-01-24,1/30/2011,2011-01-30,Standard Class,Jill Matthias,Consumer,Wellington,New Zealand,APAC,Oceania,FUR-FU-10000702,Furniture,Furnishings,"Tenex Frame, Black",220,2,0,no,8.76,16.92,Medium,2011
EN-2011-70,12-08-2022,1/24/2011,2011-01-24,1/24/2011,2011-01-24,Same Day,Ann Blume,Corporate,Harjumaa,Estonia,EMEA,EMEA,FUR-HON-10000722,Furniture,Chairs,"Hon Rocking Chair, Adjustable",133,1,0,no,63.87,15.16,Medium,2011
IT-2011-2413417,12-08-2022,1/24/2011,2011-01-24,1/26/2011,2011-01-26,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,FUR-CH-10003540,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",69,3,0.6,yes,-95.202,12.7,Critical,2011
IN-2011-85459,12-08-2022,1/24/2011,2011-01-24,1/30/2011,2011-01-30,Standard Class,Jill Matthias,Consumer,Wellington,New Zealand,APAC,Oceania,OFF-AR-10000340,Office Supplies,Art,"Boston Pens, Water Color",139,8,0,no,65.28,11.94,Medium,2011
IT-2011-2413417,12-08-2022,1/24/2011,2011-01-24,1/26/2011,2011-01-26,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,OFF-PA-10003899,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor",55,3,0,no,2.7,11.16,Critical,2011
IN-2011-20737,12-08-2022,1/24/2011,2011-01-24,1/29/2011,2011-01-29,Standard Class,Lena Creighton,Consumer,Northern Territory,Australia,APAC,Oceania,TEC-AC-10001438,Technology,Accessories,"SanDisk Flash Drive, Programmable",111,3,0.1,yes,8.568,9.92,Medium,2011
IT-2011-2413417,12-08-2022,1/24/2011,2011-01-24,1/26/2011,2011-01-26,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,OFF-FA-10004310,Office Supplies,Fasteners,"Advantus Staples, 12 Pack",41,4,0,no,2.88,5.24,Critical,2011
IT-2011-2413417,12-08-2022,1/24/2011,2011-01-24,1/26/2011,2011-01-26,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,OFF-LA-10004007,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Adjustable",54,5,0,no,7.5,4.72,Critical,2011
CA-2011-102645,12-08-2022,1/24/2011,2011-01-24,1/29/2011,2011-01-29,Standard Class,Ionia McGrath,Consumer,Nevada,United States,US,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40,6,0,no,19.2384,4.31,Medium,2011
IN-2011-10552,12-08-2022,1/24/2011,2011-01-24,1/30/2011,2011-01-30,Standard Class,Chuck Clark,Home Office,Madhya Pradesh,India,APAC,Central Asia,OFF-LA-10004430,Office Supplies,Labels,"Avery Shipping Labels, Laser Printer Compatible",59,5,0,no,27.75,4.27,Medium,2011
MA-2011-3960,12-08-2022,1/24/2011,2011-01-24,1/30/2011,2011-01-30,Standard Class,Greg Hansen,Consumer,Atsinanana,Madagascar,Africa,Africa,OFF-AVE-10003558,Office Supplies,Labels,"Avery Round Labels, Alphabetical",42,6,0,no,9.18,3.57,Medium,2011
ES-2011-5158376,12-08-2022,1/24/2011,2011-01-24,1/26/2011,2011-01-26,Second Class,Joni Sundaresam,Home Office,Sicily,Italy,EU,South,OFF-AR-10003005,Office Supplies,Art,"Boston Markers, Fluorescent",28,1,0,no,4.14,3.33,High,2011
IN-2011-64557,12-08-2022,1/24/2011,2011-01-24,1/29/2011,2011-01-29,Standard Class,Mitch Webber,Consumer,Sumatera Utara,Indonesia,APAC,Southeast Asia,OFF-BI-10002885,Office Supplies,Binders,"Avery Hole Reinforcements, Recycled",12,3,0.17,yes,4.2273,1.2,Medium,2011
CA-2011-146997,12-08-2022,1/24/2011,2011-01-24,1/28/2011,2011-01-28,Standard Class,Speros Goranitis,Consumer,Indiana,United States,US,Central,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",6,3,0,no,0,0.95,High,2011
TU-2011-8930,12-08-2022,1/24/2011,2011-01-24,1/28/2011,2011-01-28,Standard Class,Janet Martin,Consumer,Afyonkarahisar,Turkey,EMEA,EMEA,OFF-OIC-10001056,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",15,2,0.6,yes,-3.84,0.94,Medium,2011
ES-2011-3060159,12-08-2022,1/24/2011,2011-01-24,1/29/2011,2011-01-29,Standard Class,Christine Phan,Corporate,North Rhine-Westphalia,Germany,EU,Central,OFF-BI-10002986,Office Supplies,Binders,"Avery Binder Covers, Recycled",11,1,0,no,4.11,0.62,Medium,2011
ES-2011-3104322,12-08-2022,1/25/2011,2011-01-25,1/29/2011,2011-01-29,Standard Class,Frank Olsen,Consumer,Poitou-Charentes,France,EU,Central,OFF-AR-10001720,Office Supplies,Art,"Stanley Canvas, Blue",445,9,0,no,71.01,33.54,Medium,2011
NI-2011-7750,12-08-2022,1/25/2011,2011-01-25,1/28/2011,2011-01-28,Second Class,Gary Hwang,Consumer,Kwara,Nigeria,Africa,Africa,TEC-PAN-10002454,Technology,Machines,"Panasonic Phone, Red",148,6,0.7,yes,-182.178,18.61,Medium,2011
ES-2011-4880899,12-08-2022,1/25/2011,2011-01-25,1/30/2011,2011-01-30,Standard Class,Aimee Bixby,Consumer,Ile-de-France,France,EU,Central,OFF-AR-10001228,Office Supplies,Art,"Stanley Markers, Water Color",178,7,0,no,58.59,16.94,Medium,2011
ES-2011-3746760,12-08-2022,1/25/2011,2011-01-25,02-01-2011,2011-02-01,Standard Class,Filia McAdams,Corporate,North Rhine-Westphalia,Germany,EU,Central,OFF-BI-10001192,Office Supplies,Binders,"Cardinal Binder, Clear",133,10,0,no,3.9,8.94,Medium,2011
ES-2011-3104322,12-08-2022,1/25/2011,2011-01-25,1/29/2011,2011-01-29,Standard Class,Frank Olsen,Consumer,Poitou-Charentes,France,EU,Central,OFF-AR-10002640,Office Supplies,Art,"Boston Pens, Blue",71,5,0,no,1.35,6.64,Medium,2011
SF-2011-2290,12-08-2022,1/25/2011,2011-01-25,1/26/2011,2011-01-26,First Class,Brad Thomas,Home Office,Free State,South Africa,Africa,Africa,OFF-SAN-10001128,Office Supplies,Art,"Sanford Pens, Easy-Erase",45,4,0,no,10.44,6.53,High,2011
MX-2011-161508,12-08-2022,1/25/2011,2011-01-25,1/29/2011,2011-01-29,Standard Class,Bart Pistole,Corporate,Veracruz,Mexico,LATAM,North,OFF-EN-10004525,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, Security-Tint",32,2,0,no,10.12,4.45,High,2011
IN-2011-53658,12-08-2022,1/25/2011,2011-01-25,1/27/2011,2011-01-27,First Class,Luke Weiss,Consumer,Hunan,China,APAC,North Asia,OFF-PA-10000453,Office Supplies,Paper,"Xerox Cards & Envelopes, 8.5 x 11",98,2,0,no,34.32,3.17,High,2011
MX-2011-162936,12-08-2022,1/25/2011,2011-01-25,1/29/2011,2011-01-29,Second Class,Sue Ann Reed,Consumer,Guant namo,Cuba,LATAM,Caribbean,OFF-PA-10001091,Office Supplies,Paper,"Eaton Computer Printout Paper, Recycled",18,1,0,no,5.98,1.76,Medium,2011
ES-2011-3746760,12-08-2022,1/25/2011,2011-01-25,02-01-2011,2011-02-01,Standard Class,Filia McAdams,Corporate,North Rhine-Westphalia,Germany,EU,Central,FUR-FU-10004689,Furniture,Furnishings,"Advantus Light Bulb, Duo Pack",20,1,0,no,4.02,1.15,Medium,2011
NI-2011-7750,12-08-2022,1/25/2011,2011-01-25,1/28/2011,2011-01-28,Second Class,Gary Hwang,Consumer,Kwara,Nigeria,Africa,Africa,OFF-BIN-10001385,Office Supplies,Art,"Binney & Smith Pens, Fluorescent",4,1,0.7,yes,-9,0.28,Medium,2011
ID-2011-36011,12-08-2022,1/26/2011,2011-01-26,1/27/2011,2011-01-27,First Class,Heather Kirkland,Corporate,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-CH-10003950,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",334,1,0.27,yes,-109.9365,92.67,High,2011
TU-2011-5460,12-08-2022,1/26/2011,2011-01-26,1/31/2011,2011-01-31,Standard Class,Jay Fein,Consumer,Izmir,Turkey,EMEA,EMEA,FUR-SAF-10004252,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",1113,6,0.6,yes,-1475.352,47.35,Medium,2011
IT-2011-4233239,12-08-2022,1/26/2011,2011-01-26,1/30/2011,2011-01-30,Standard Class,Allen Rosenblatt,Corporate,Lisboa,Portugal,EU,South,TEC-CO-10001926,Technology,Copiers,"Hewlett Wireless Fax, Laser",570,3,0.5,yes,-216.765,33.99,Medium,2011
MO-2011-3300,12-08-2022,1/26/2011,2011-01-26,1/31/2011,2011-01-31,Standard Class,Nat Carroll,Consumer,Fs-Boulemane,Morocco,Africa,Africa,TEC-KON-10003211,Technology,Machines,"Konica Inkjet, White",311,1,0,no,118.02,27.7,High,2011
SL-2011-6640,12-08-2022,1/26/2011,2011-01-26,1/30/2011,2011-01-30,Standard Class,Sally Hughsby,Corporate,Southern,Sierra Leone,Africa,Africa,OFF-KIT-10002678,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Silver",285,4,0,no,59.76,25.63,Medium,2011
ES-2011-4436456,12-08-2022,1/26/2011,2011-01-26,1/26/2011,2011-01-26,Same Day,Hunter Glantz,Consumer,Champagne-Ardenne,France,EU,Central,FUR-BO-10004620,Furniture,Bookcases,"Safco Stackable Bookrack, Mobile",119,2,0.6,yes,-143.076,24.75,Medium,2011
TU-2011-5460,12-08-2022,1/26/2011,2011-01-26,1/31/2011,2011-01-31,Standard Class,Jay Fein,Consumer,Izmir,Turkey,EMEA,EMEA,OFF-SME-10000746,Office Supplies,Storage,"Smead Lockers, Industrial",318,4,0.6,yes,-254.64,19.93,Medium,2011
IR-2011-3890,12-08-2022,1/26/2011,2011-01-26,1/28/2011,2011-01-28,First Class,Bradley Talbott,Home Office,Markazi,Iran,EMEA,EMEA,TEC-ENE-10004627,Technology,Accessories,"Enermax Router, Erganomic",256,1,0,no,102.45,19.7,High,2011
MO-2011-3300,12-08-2022,1/26/2011,2011-01-26,1/31/2011,2011-01-31,Standard Class,Nat Carroll,Consumer,Fs-Boulemane,Morocco,Africa,Africa,TEC-HP -10001905,Technology,Copiers,"HP Personal Copier, Laser",124,1,0,no,42.24,17.14,High,2011
IN-2011-31496,12-08-2022,1/26/2011,2011-01-26,1/28/2011,2011-01-28,Second Class,Nathan Mautz,Home Office,Telangana,India,APAC,Central Asia,OFF-PA-10000070,Office Supplies,Paper,"Eaton Computer Printout Paper, Recycled",79,3,0,no,25.38,13.82,High,2011
IN-2011-76198,12-08-2022,1/26/2011,2011-01-26,02-01-2011,2011-02-01,Standard Class,Anna Andreadi,Consumer,Telangana,India,APAC,Central Asia,OFF-AR-10002256,Office Supplies,Art,"BIC Sketch Pad, Easy-Erase",343,7,0,no,54.6,13.22,Low,2011
IT-2011-2536577,12-08-2022,1/26/2011,2011-01-26,1/29/2011,2011-01-29,Second Class,Alan Shonely,Consumer,Languedoc-Roussillon,France,EU,Central,OFF-SU-10003072,Office Supplies,Supplies,"Elite Trimmer, Serrated",345,9,0,no,162.27,12.46,Medium,2011
IN-2011-15270,12-08-2022,1/26/2011,2011-01-26,1/31/2011,2011-01-31,Standard Class,Christina Anderson,Consumer,Jawa Tengah,Indonesia,APAC,Southeast Asia,OFF-ST-10004365,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",142,3,0.17,yes,51.1659,12.24,Medium,2011
TU-2011-5460,12-08-2022,1/26/2011,2011-01-26,1/31/2011,2011-01-31,Standard Class,Jay Fein,Consumer,Izmir,Turkey,EMEA,EMEA,OFF-HAM-10003872,Office Supplies,Appliances,"Hamilton Beach Blender, White",115,4,0.6,yes,-68.976,11.17,Medium,2011
IT-2011-2536577,12-08-2022,1/26/2011,2011-01-26,1/29/2011,2011-01-29,Second Class,Alan Shonely,Consumer,Languedoc-Roussillon,France,EU,Central,OFF-ST-10002905,Office Supplies,Storage,"Rogers Box, Single Width",108,5,0.1,yes,2.4,11.06,Medium,2011
IT-2011-2536577,12-08-2022,1/26/2011,2011-01-26,1/29/2011,2011-01-29,Second Class,Alan Shonely,Consumer,Languedoc-Roussillon,France,EU,Central,OFF-BI-10003277,Office Supplies,Binders,"Ibico Binder Covers, Durable",136,9,0,no,16.2,9.44,Medium,2011
IT-2011-2536577,12-08-2022,1/26/2011,2011-01-26,1/29/2011,2011-01-29,Second Class,Alan Shonely,Consumer,Languedoc-Roussillon,France,EU,Central,OFF-AR-10000091,Office Supplies,Art,"BIC Highlighters, Water Color",88,4,0,no,15.84,7.14,Medium,2011
ES-2011-3940520,12-08-2022,1/26/2011,2011-01-26,1/30/2011,2011-01-30,Standard Class,Michael Moore,Consumer,Oslo,Norway,EU,North,TEC-AC-10004520,Technology,Accessories,"Memorex Flash Drive, Bluetooth",88,3,0,no,18.45,5.54,Medium,2011
ES-2011-3940520,12-08-2022,1/26/2011,2011-01-26,1/30/2011,2011-01-30,Standard Class,Michael Moore,Consumer,Oslo,Norway,EU,North,OFF-BI-10003708,Office Supplies,Binders,"Avery Binder, Economy",52,4,0,no,20.04,4.88,Medium,2011
ES-2011-3429709,12-08-2022,1/26/2011,2011-01-26,1/30/2011,2011-01-30,Standard Class,Patrick O'Brill,Consumer,Madrid,Spain,EU,South,OFF-LA-10001375,Office Supplies,Labels,"Smead Removable Labels, 5000 Label Set",32,3,0,no,10.08,4.82,High,2011
